0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0.699158,0.860205,0.72444,0.899668,0.758954,0.894846,0.769906,0.855524,0.786281,0.807277,0.822381,0.766902,0.834818,0.763056,0.819437,0.825544,0.81732,0.852816,0.79932,0.705091,0.793436,0.701086,0.757607,0.745412,0.744688,0.766014,0.761347,0.670276,0.748118,0.698665,0.722387,0.760129,0.719983,0.781591,0.726331,0.648977,0.71155,0.701713,0.686834,0.730871,0.67152,0.729909,0
0.699158,0.860205,0.72444,0.899668,0.758954,0.894846,0.769906,0.855524,0.786281,0.807277,0.822381,0.766902,0.834818,0.763056,0.819437,0.825544,0.81732,0.852816,0.79932,0.705091,0.793436,0.701086,0.757607,0.745412,0.744688,0.766014,0.761347,0.670276,0.748118,0.698665,0.722387,0.760129,0.719983,0.781591,0.726331,0.648977,0.71155,0.701713,0.686834,0.730871,0.67152,0.729909,0
0.735022,0.399598,0.654455,0.353899,0.602633,0.279822,0.57389,0.225497,0.571159,0.177967,0.648924,0.119138,0.596758,0.06601,0.571503,0.114064,0.565239,0.148374,0.662826,0.08509,0.594725,0.041362,0.586605,0.138118,0.598935,0.182166,0.679433,0.074981,0.604666,0.065367,0.615712,0.176938,0.648394,0.210765,0.691036,0.082719,0.626072,0.088545,0.620138,0.166262,0.640224,0.191518,0
0.735022,0.399598,0.654455,0.353899,0.602633,0.279822,0.57389,0.225497,0.571159,0.177967,0.648924,0.119138,0.596758,0.06601,0.571503,0.114064,0.565239,0.148374,0.662826,0.08509,0.594725,0.041362,0.586605,0.138118,0.598935,0.182166,0.679433,0.074981,0.604666,0.065367,0.615712,0.176938,0.648394,0.210765,0.691036,0.082719,0.626072,0.088545,0.620138,0.166262,0.640224,0.191518,0
0.726375,0.412327,0.644818,0.377411,0.603004,0.30721,0.566043,0.235343,0.56054,0.191021,0.654249,0.139004,0.582898,0.161876,0.581944,0.243719,0.601838,0.264543,0.667882,0.105066,0.581925,0.110935,0.589086,0.214869,0.61587,0.245957,0.67728,0.091257,0.588808,0.100843,0.595751,0.208162,0.621426,0.237076,0.681009,0.0918,0.60578,0.112082,0.610157,0.196849,0.637875,0.22263,0
0.726375,0.412327,0.644818,0.377411,0.603004,0.30721,0.566043,0.235343,0.56054,0.191021,0.654249,0.139004,0.582898,0.161876,0.581944,0.243719,0.601838,0.264543,0.667882,0.105066,0.581925,0.110935,0.589086,0.214869,0.61587,0.245957,0.67728,0.091257,0.588808,0.100843,0.595751,0.208162,0.621426,0.237076,0.681009,0.0918,0.60578,0.112082,0.610157,0.196849,0.637875,0.22263,0
0.726027,0.403231,0.660934,0.444421,0.606775,0.396936,0.564373,0.334692,0.546624,0.272858,0.670116,0.175715,0.59322,0.194583,0.593718,0.268627,0.617868,0.272948,0.682168,0.146792,0.580929,0.167863,0.595612,0.27473,0.632075,0.27841,0.683031,0.137476,0.588484,0.15662,0.604948,0.257047,0.63634,0.263237,0.676631,0.134808,0.601914,0.166007,0.611507,0.239717,0.640964,0.244635,0
0.726027,0.403231,0.660934,0.444421,0.606775,0.396936,0.564373,0.334692,0.546624,0.272858,0.670116,0.175715,0.59322,0.194583,0.593718,0.268627,0.617868,0.272948,0.682168,0.146792,0.580929,0.167863,0.595612,0.27473,0.632075,0.27841,0.683031,0.137476,0.588484,0.15662,0.604948,0.257047,0.63634,0.263237,0.676631,0.134808,0.601914,0.166007,0.611507,0.239717,0.640964,0.244635,0
0.734884,0.459911,0.667788,0.466483,0.613397,0.395271,0.570921,0.332378,0.555954,0.282833,0.670476,0.184648,0.59634,0.207303,0.59594,0.294294,0.619152,0.32023,0.683962,0.159538,0.58684,0.186237,0.608462,0.300899,0.651214,0.311806,0.691309,0.151468,0.603359,0.1703,0.624504,0.280618,0.660338,0.294123,0.695672,0.151704,0.619708,0.178805,0.631169,0.258376,0.660313,0.265927,0
0.734884,0.459911,0.667788,0.466483,0.613397,0.395271,0.570921,0.332378,0.555954,0.282833,0.670476,0.184648,0.59634,0.207303,0.59594,0.294294,0.619152,0.32023,0.683962,0.159538,0.58684,0.186237,0.608462,0.300899,0.651214,0.311806,0.691309,0.151468,0.603359,0.1703,0.624504,0.280618,0.660338,0.294123,0.695672,0.151704,0.619708,0.178805,0.631169,0.258376,0.660313,0.265927,0
0.745707,0.457672,0.673068,0.461101,0.622081,0.406333,0.583391,0.348097,0.572633,0.29784,0.683582,0.205524,0.611637,0.220041,0.605277,0.289384,0.617949,0.30837,0.697622,0.173872,0.600677,0.190508,0.62125,0.299941,0.660323,0.303079,0.704967,0.159384,0.616175,0.181604,0.640497,0.289779,0.677938,0.293415,0.709505,0.154739,0.634335,0.193149,0.650304,0.2715,0.683443,0.271227,0
0.745707,0.457672,0.673068,0.461101,0.622081,0.406333,0.583391,0.348097,0.572633,0.29784,0.683582,0.205524,0.611637,0.220041,0.605277,0.289384,0.617949,0.30837,0.697622,0.173872,0.600677,0.190508,0.62125,0.299941,0.660323,0.303079,0.704967,0.159384,0.616175,0.181604,0.640497,0.289779,0.677938,0.293415,0.709505,0.154739,0.634335,0.193149,0.650304,0.2715,0.683443,0.271227,0
0.738665,0.452251,0.672427,0.457894,0.622411,0.416278,0.593537,0.361367,0.602388,0.320182,0.666079,0.196388,0.602602,0.230047,0.610991,0.31586,0.636113,0.334513,0.683995,0.165455,0.599143,0.217483,0.625311,0.331311,0.66735,0.331158,0.697745,0.154677,0.619426,0.198484,0.64316,0.304047,0.678373,0.307036,0.710265,0.156159,0.641868,0.192072,0.652937,0.267538,0.682029,0.273833,0
0.738665,0.452251,0.672427,0.457894,0.622411,0.416278,0.593537,0.361367,0.602388,0.320182,0.666079,0.196388,0.602602,0.230047,0.610991,0.31586,0.636113,0.334513,0.683995,0.165455,0.599143,0.217483,0.625311,0.331311,0.66735,0.331158,0.697745,0.154677,0.619426,0.198484,0.64316,0.304047,0.678373,0.307036,0.710265,0.156159,0.641868,0.192072,0.652937,0.267538,0.682029,0.273833,0
0.733349,0.446975,0.668139,0.488577,0.619811,0.457908,0.590171,0.406341,0.588681,0.360457,0.677605,0.230192,0.600237,0.277832,0.596784,0.33261,0.609637,0.324205,0.684452,0.197663,0.59083,0.263562,0.605833,0.352605,0.636034,0.343511,0.685312,0.1901,0.599995,0.257569,0.620479,0.347472,0.64738,0.342598,0.682459,0.190202,0.611347,0.258017,0.625779,0.327309,0.654764,0.32457,0
0.733349,0.446975,0.668139,0.488577,0.619811,0.457908,0.590171,0.406341,0.588681,0.360457,0.677605,0.230192,0.600237,0.277832,0.596784,0.33261,0.609637,0.324205,0.684452,0.197663,0.59083,0.263562,0.605833,0.352605,0.636034,0.343511,0.685312,0.1901,0.599995,0.257569,0.620479,0.347472,0.64738,0.342598,0.682459,0.190202,0.611347,0.258017,0.625779,0.327309,0.654764,0.32457,0
0.715001,0.474021,0.649278,0.481259,0.612515,0.436798,0.585918,0.385651,0.576622,0.358155,0.652349,0.230572,0.572268,0.27917,0.583288,0.352773,0.61061,0.356226,0.661683,0.20331,0.564413,0.262799,0.591225,0.351846,0.624885,0.340959,0.663149,0.203939,0.569908,0.268919,0.59646,0.355049,0.625656,0.346887,0.660278,0.218911,0.587197,0.279436,0.608019,0.347276,0.637528,0.346117,0
0.715001,0.474021,0.649278,0.481259,0.612515,0.436798,0.585918,0.385651,0.576622,0.358155,0.652349,0.230572,0.572268,0.27917,0.583288,0.352773,0.61061,0.356226,0.661683,0.20331,0.564413,0.262799,0.591225,0.351846,0.624885,0.340959,0.663149,0.203939,0.569908,0.268919,0.59646,0.355049,0.625656,0.346887,0.660278,0.218911,0.587197,0.279436,0.608019,0.347276,0.637528,0.346117,0
0.699402,0.465586,0.636269,0.47817,0.598885,0.440792,0.568323,0.402587,0.555539,0.380857,0.646814,0.24161,0.575386,0.277842,0.577501,0.348764,0.596185,0.353429,0.652797,0.215171,0.560358,0.259285,0.578614,0.347984,0.608792,0.337965,0.651621,0.213658,0.562777,0.261189,0.584756,0.34347,0.613927,0.334877,0.645971,0.224306,0.575727,0.276604,0.592006,0.344171,0.620305,0.346225,0
0.699402,0.465586,0.636269,0.47817,0.598885,0.440792,0.568323,0.402587,0.555539,0.380857,0.646814,0.24161,0.575386,0.277842,0.577501,0.348764,0.596185,0.353429,0.652797,0.215171,0.560358,0.259285,0.578614,0.347984,0.608792,0.337965,0.651621,0.213658,0.562777,0.261189,0.584756,0.34347,0.613927,0.334877,0.645971,0.224306,0.575727,0.276604,0.592006,0.344171,0.620305,0.346225,0
0.697026,0.460978,0.645073,0.494582,0.599034,0.46215,0.557009,0.413366,0.535316,0.369786,0.640921,0.246294,0.573204,0.276779,0.57896,0.346907,0.603278,0.356468,0.651539,0.215418,0.563698,0.264744,0.586186,0.354736,0.620515,0.351033,0.656269,0.209171,0.575368,0.256467,0.599534,0.339554,0.631502,0.33503,0.657895,0.213496,0.590513,0.268424,0.605465,0.335654,0.633006,0.335717,0
0.697026,0.460978,0.645073,0.494582,0.599034,0.46215,0.557009,0.413366,0.535316,0.369786,0.640921,0.246294,0.573204,0.276779,0.57896,0.346907,0.603278,0.356468,0.651539,0.215418,0.563698,0.264744,0.586186,0.354736,0.620515,0.351033,0.656269,0.209171,0.575368,0.256467,0.599534,0.339554,0.631502,0.33503,0.657895,0.213496,0.590513,0.268424,0.605465,0.335654,0.633006,0.335717,0
0.721283,0.476497,0.661226,0.496545,0.61245,0.457505,0.569084,0.416619,0.547845,0.365803,0.663682,0.245882,0.600964,0.264272,0.590817,0.341133,0.604062,0.372925,0.672939,0.224796,0.586858,0.257552,0.601086,0.35901,0.636339,0.360965,0.674263,0.221355,0.596637,0.253432,0.610543,0.347953,0.640481,0.356366,0.673064,0.225671,0.608859,0.264824,0.615344,0.324707,0.638781,0.324414,0
0.721283,0.476497,0.661226,0.496545,0.61245,0.457505,0.569084,0.416619,0.547845,0.365803,0.663682,0.245882,0.600964,0.264272,0.590817,0.341133,0.604062,0.372925,0.672939,0.224796,0.586858,0.257552,0.601086,0.35901,0.636339,0.360965,0.674263,0.221355,0.596637,0.253432,0.610543,0.347953,0.640481,0.356366,0.673064,0.225671,0.608859,0.264824,0.615344,0.324707,0.638781,0.324414,0
0.738347,0.506672,0.667439,0.515457,0.61486,0.463853,0.575804,0.417953,0.562077,0.376126,0.670527,0.251343,0.605672,0.260877,0.594136,0.344189,0.603546,0.384032,0.68696,0.233519,0.598291,0.260402,0.607706,0.363211,0.636715,0.383942,0.695518,0.2421,0.609482,0.267743,0.619017,0.360611,0.645809,0.380084,0.69957,0.26165,0.626168,0.292509,0.626607,0.353437,0.65021,0.36396,0
0.738347,0.506672,0.667439,0.515457,0.61486,0.463853,0.575804,0.417953,0.562077,0.376126,0.670527,0.251343,0.605672,0.260877,0.594136,0.344189,0.603546,0.384032,0.68696,0.233519,0.598291,0.260402,0.607706,0.363211,0.636715,0.383942,0.695518,0.2421,0.609482,0.267743,0.619017,0.360611,0.645809,0.380084,0.69957,0.26165,0.626168,0.292509,0.626607,0.353437,0.65021,0.36396,0
0.740095,0.520084,0.668752,0.523076,0.614232,0.473164,0.57491,0.422679,0.561696,0.386014,0.67208,0.251555,0.599022,0.269174,0.592508,0.352478,0.61011,0.37926,0.69048,0.239664,0.5924,0.264928,0.601284,0.369871,0.63188,0.393558,0.698167,0.249187,0.603126,0.274903,0.614381,0.36845,0.64228,0.390752,0.701252,0.268926,0.621092,0.296975,0.621398,0.358502,0.646082,0.376605,0
0.740095,0.520084,0.668752,0.523076,0.614232,0.473164,0.57491,0.422679,0.561696,0.386014,0.67208,0.251555,0.599022,0.269174,0.592508,0.352478,0.61011,0.37926,0.69048,0.239664,0.5924,0.264928,0.601284,0.369871,0.63188,0.393558,0.698167,0.249187,0.603126,0.274903,0.614381,0.36845,0.64228,0.390752,0.701252,0.268926,0.621092,0.296975,0.621398,0.358502,0.646082,0.376605,0
0.737501,0.528289,0.658854,0.526606,0.607309,0.473384,0.571399,0.42681,0.558113,0.390918,0.673667,0.25873,0.605685,0.253611,0.588156,0.343133,0.598912,0.387804,0.692263,0.247084,0.598791,0.255284,0.594796,0.363677,0.619965,0.400642,0.700472,0.258802,0.607506,0.272244,0.608675,0.370119,0.635651,0.403364,0.704346,0.279554,0.625767,0.299339,0.617438,0.36218,0.639603,0.387032,0
0.737501,0.528289,0.658854,0.526606,0.607309,0.473384,0.571399,0.42681,0.558113,0.390918,0.673667,0.25873,0.605685,0.253611,0.588156,0.343133,0.598912,0.387804,0.692263,0.247084,0.598791,0.255284,0.594796,0.363677,0.619965,0.400642,0.700472,0.258802,0.607506,0.272244,0.608675,0.370119,0.635651,0.403364,0.704346,0.279554,0.625767,0.299339,0.617438,0.36218,0.639603,0.387032,0
0.731545,0.538109,0.650093,0.522528,0.601955,0.465443,0.570212,0.420021,0.561975,0.388073,0.673375,0.263934,0.607288,0.255127,0.591821,0.342809,0.604941,0.387825,0.692166,0.253709,0.604758,0.255094,0.600698,0.359235,0.626235,0.395168,0.702476,0.262724,0.613203,0.271251,0.614718,0.367029,0.641554,0.399722,0.707713,0.279954,0.632347,0.292214,0.624285,0.354658,0.645929,0.382079,0
0.731545,0.538109,0.650093,0.522528,0.601955,0.465443,0.570212,0.420021,0.561975,0.388073,0.673375,0.263934,0.607288,0.255127,0.591821,0.342809,0.604941,0.387825,0.692166,0.253709,0.604758,0.255094,0.600698,0.359235,0.626235,0.395168,0.702476,0.262724,0.613203,0.271251,0.614718,0.367029,0.641554,0.399722,0.707713,0.279954,0.632347,0.292214,0.624285,0.354658,0.645929,0.382079,0
0.72999,0.53966,0.658397,0.524072,0.613642,0.462906,0.578262,0.413695,0.562611,0.375526,0.681827,0.280409,0.613578,0.266475,0.597721,0.353167,0.610864,0.396596,0.697167,0.266528,0.610408,0.245668,0.60609,0.355286,0.631288,0.394981,0.704416,0.27078,0.616939,0.258504,0.619077,0.359756,0.64529,0.398024,0.707033,0.282051,0.631128,0.283505,0.626933,0.349068,0.651014,0.378485,0
0.72999,0.53966,0.658397,0.524072,0.613642,0.462906,0.578262,0.413695,0.562611,0.375526,0.681827,0.280409,0.613578,0.266475,0.597721,0.353167,0.610864,0.396596,0.697167,0.266528,0.610408,0.245668,0.60609,0.355286,0.631288,0.394981,0.704416,0.27078,0.616939,0.258504,0.619077,0.359756,0.64529,0.398024,0.707033,0.282051,0.631128,0.283505,0.626933,0.349068,0.651014,0.378485,0
0.74162,0.541443,0.666591,0.53333,0.623061,0.458042,0.593627,0.400085,0.575521,0.350935,0.697666,0.277565,0.628382,0.273934,0.610757,0.349636,0.619512,0.391042,0.713987,0.26286,0.625117,0.24873,0.617233,0.356313,0.639208,0.397787,0.72157,0.263378,0.632961,0.256143,0.630159,0.362575,0.653811,0.405164,0.723216,0.274401,0.643535,0.280505,0.637469,0.349444,0.661678,0.380452,0
0.74162,0.541443,0.666591,0.53333,0.623061,0.458042,0.593627,0.400085,0.575521,0.350935,0.697666,0.277565,0.628382,0.273934,0.610757,0.349636,0.619512,0.391042,0.713987,0.26286,0.625117,0.24873,0.617233,0.356313,0.639208,0.397787,0.72157,0.263378,0.632961,0.256143,0.630159,0.362575,0.653811,0.405164,0.723216,0.274401,0.643535,0.280505,0.637469,0.349444,0.661678,0.380452,0
0.73922,0.552988,0.668774,0.537602,0.629882,0.457756,0.605165,0.396409,0.591724,0.342002,0.708479,0.308252,0.656078,0.271228,0.623256,0.334269,0.618304,0.388453,0.722951,0.296901,0.655428,0.243986,0.629762,0.340589,0.639411,0.401343,0.732066,0.295794,0.662329,0.252558,0.645213,0.351952,0.660066,0.41385,0.73835,0.297933,0.672211,0.283477,0.656954,0.347644,0.674131,0.388595,0
0.73922,0.552988,0.668774,0.537602,0.629882,0.457756,0.605165,0.396409,0.591724,0.342002,0.708479,0.308252,0.656078,0.271228,0.623256,0.334269,0.618304,0.388453,0.722951,0.296901,0.655428,0.243986,0.629762,0.340589,0.639411,0.401343,0.732066,0.295794,0.662329,0.252558,0.645213,0.351952,0.660066,0.41385,0.73835,0.297933,0.672211,0.283477,0.656954,0.347644,0.674131,0.388595,0
0.737702,0.587511,0.670035,0.565207,0.632992,0.475956,0.602858,0.40894,0.586693,0.343902,0.721287,0.327946,0.665427,0.291566,0.632757,0.357508,0.62956,0.402025,0.735076,0.321727,0.659312,0.264745,0.638614,0.352689,0.652216,0.398477,0.738781,0.32649,0.662893,0.274015,0.648974,0.363096,0.665157,0.415098,0.737977,0.331165,0.668107,0.307642,0.656072,0.366009,0.673938,0.399912,0
0.737702,0.587511,0.670035,0.565207,0.632992,0.475956,0.602858,0.40894,0.586693,0.343902,0.721287,0.327946,0.665427,0.291566,0.632757,0.357508,0.62956,0.402025,0.735076,0.321727,0.659312,0.264745,0.638614,0.352689,0.652216,0.398477,0.738781,0.32649,0.662893,0.274015,0.648974,0.363096,0.665157,0.415098,0.737977,0.331165,0.668107,0.307642,0.656072,0.366009,0.673938,0.399912,0
0.739184,0.620438,0.667537,0.581434,0.634129,0.482818,0.605912,0.4106,0.589802,0.348472,0.735168,0.337184,0.663629,0.299464,0.638564,0.372289,0.64757,0.411676,0.749351,0.334936,0.660166,0.270919,0.640532,0.373542,0.658069,0.420122,0.750059,0.343256,0.663695,0.288024,0.649052,0.386836,0.665447,0.435832,0.745131,0.351782,0.669216,0.325243,0.659717,0.389812,0.680257,0.422771,0
0.739184,0.620438,0.667537,0.581434,0.634129,0.482818,0.605912,0.4106,0.589802,0.348472,0.735168,0.337184,0.663629,0.299464,0.638564,0.372289,0.64757,0.411676,0.749351,0.334936,0.660166,0.270919,0.640532,0.373542,0.658069,0.420122,0.750059,0.343256,0.663695,0.288024,0.649052,0.386836,0.665447,0.435832,0.745131,0.351782,0.669216,0.325243,0.659717,0.389812,0.680257,0.422771,0
0.732969,0.641952,0.668429,0.580972,0.632088,0.483169,0.606741,0.408745,0.599214,0.366247,0.73878,0.325365,0.6632,0.292102,0.642501,0.372924,0.65272,0.41233,0.757595,0.313683,0.653382,0.289797,0.643058,0.398716,0.670482,0.429364,0.761399,0.324671,0.659757,0.302063,0.652681,0.400609,0.677237,0.433223,0.757474,0.343053,0.673764,0.331933,0.662477,0.395373,0.682958,0.420186,0
0.732969,0.641952,0.668429,0.580972,0.632088,0.483169,0.606741,0.408745,0.599214,0.366247,0.73878,0.325365,0.6632,0.292102,0.642501,0.372924,0.65272,0.41233,0.757595,0.313683,0.653382,0.289797,0.643058,0.398716,0.670482,0.429364,0.761399,0.324671,0.659757,0.302063,0.652681,0.400609,0.677237,0.433223,0.757474,0.343053,0.673764,0.331933,0.662477,0.395373,0.682958,0.420186,0
0.741567,0.646753,0.687801,0.555246,0.652681,0.462851,0.62523,0.3842,0.624125,0.349197,0.746215,0.312637,0.666607,0.27797,0.658635,0.370585,0.682401,0.419799,0.765237,0.297125,0.651316,0.268171,0.653406,0.394691,0.69478,0.434276,0.769788,0.304571,0.661579,0.278291,0.664884,0.391795,0.70165,0.428781,0.766207,0.326746,0.676278,0.31015,0.675278,0.38864,0.706513,0.413026,0
0.741567,0.646753,0.687801,0.555246,0.652681,0.462851,0.62523,0.3842,0.624125,0.349197,0.746215,0.312637,0.666607,0.27797,0.658635,0.370585,0.682401,0.419799,0.765237,0.297125,0.651316,0.268171,0.653406,0.394691,0.69478,0.434276,0.769788,0.304571,0.661579,0.278291,0.664884,0.391795,0.70165,0.428781,0.766207,0.326746,0.676278,0.31015,0.675278,0.38864,0.706513,0.413026,0
0.753392,0.667619,0.690889,0.574675,0.654186,0.485165,0.622526,0.416808,0.615199,0.383375,0.760688,0.331878,0.675367,0.286446,0.664368,0.364874,0.685535,0.395311,0.778126,0.310716,0.658804,0.281319,0.655757,0.400493,0.693299,0.424795,0.778757,0.314529,0.66293,0.285723,0.664037,0.397178,0.699567,0.424933,0.770043,0.331664,0.67804,0.313777,0.672404,0.390721,0.698419,0.419005,0
0.753392,0.667619,0.690889,0.574675,0.654186,0.485165,0.622526,0.416808,0.615199,0.383375,0.760688,0.331878,0.675367,0.286446,0.664368,0.364874,0.685535,0.395311,0.778126,0.310716,0.658804,0.281319,0.655757,0.400493,0.693299,0.424795,0.778757,0.314529,0.66293,0.285723,0.664037,0.397178,0.699567,0.424933,0.770043,0.331664,0.67804,0.313777,0.672404,0.390721,0.698419,0.419005,0
0.748425,0.675232,0.684928,0.592261,0.647413,0.509053,0.613076,0.442698,0.600397,0.416208,0.74123,0.312,0.631501,0.30815,0.63109,0.395691,0.665856,0.421661,0.762714,0.298194,0.632993,0.316827,0.639638,0.426464,0.681546,0.445364,0.766579,0.311997,0.643165,0.326839,0.655046,0.436149,0.696449,0.459617,0.75652,0.344309,0.660624,0.341391,0.657652,0.413067,0.684535,0.435077,0
0.748425,0.675232,0.684928,0.592261,0.647413,0.509053,0.613076,0.442698,0.600397,0.416208,0.74123,0.312,0.631501,0.30815,0.63109,0.395691,0.665856,0.421661,0.762714,0.298194,0.632993,0.316827,0.639638,0.426464,0.681546,0.445364,0.766579,0.311997,0.643165,0.326839,0.655046,0.436149,0.696449,0.459617,0.75652,0.344309,0.660624,0.341391,0.657652,0.413067,0.684535,0.435077,0
0.750363,0.640482,0.69087,0.547416,0.651983,0.490686,0.612385,0.442421,0.592461,0.432474,0.72963,0.279769,0.625987,0.277211,0.618175,0.360264,0.646466,0.394161,0.749363,0.261242,0.623037,0.281671,0.62405,0.392797,0.661225,0.42453,0.755647,0.280437,0.640255,0.308231,0.644034,0.402969,0.678449,0.430708,0.751998,0.320444,0.659038,0.339765,0.655036,0.409122,0.678492,0.42721,0
0.750363,0.640482,0.69087,0.547416,0.651983,0.490686,0.612385,0.442421,0.592461,0.432474,0.72963,0.279769,0.625987,0.277211,0.618175,0.360264,0.646466,0.394161,0.749363,0.261242,0.623037,0.281671,0.62405,0.392797,0.661225,0.42453,0.755647,0.280437,0.640255,0.308231,0.644034,0.402969,0.678449,0.430708,0.751998,0.320444,0.659038,0.339765,0.655036,0.409122,0.678492,0.42721,0
0.756805,0.571332,0.708399,0.549456,0.665143,0.525922,0.624246,0.500123,0.595717,0.469923,0.746554,0.331161,0.651271,0.312139,0.61666,0.350462,0.615311,0.368548,0.747204,0.284291,0.633207,0.284333,0.603759,0.375367,0.621637,0.401594,0.734016,0.277387,0.635928,0.280051,0.607302,0.356815,0.618407,0.384651,0.716122,0.284042,0.637699,0.298286,0.614507,0.349586,0.622744,0.365119,0
0.756805,0.571332,0.708399,0.549456,0.665143,0.525922,0.624246,0.500123,0.595717,0.469923,0.746554,0.331161,0.651271,0.312139,0.61666,0.350462,0.615311,0.368548,0.747204,0.284291,0.633207,0.284333,0.603759,0.375367,0.621637,0.401594,0.734016,0.277387,0.635928,0.280051,0.607302,0.356815,0.618407,0.384651,0.716122,0.284042,0.637699,0.298286,0.614507,0.349586,0.622744,0.365119,0
0.792571,0.37827,0.728451,0.391557,0.669315,0.413974,0.622771,0.442027,0.597762,0.453866,0.651143,0.184763,0.572481,0.265779,0.58184,0.347185,0.598803,0.36399,0.671544,0.181825,0.577076,0.316438,0.601065,0.389866,0.630017,0.382732,0.684199,0.21954,0.592387,0.346348,0.616644,0.411123,0.645193,0.408943,0.691735,0.275035,0.617618,0.375085,0.637128,0.409213,0.661518,0.393219,0
